1000, 107520, 0, 0
2000, 111616, 0, 0
3000, 119808, 0, 0
4000, 122880, 0, 0
5000, 128000, 0, 0
6000, 124928, 0, 0
7000, 130048, 0, 0
8000, 158720, 0, 0
9000, 135168, 0, 0
10000, 200704, 0, 0
11000, 150528, 0, 0
12000, 147456, 0, 0
13000, 146432, 0, 0
14000, 162816, 0, 0
15001, 145408, 0, 0
16000, 158720, 0, 0
17000, 147456, 0, 0
18000, 144384, 0, 0
19000, 150528, 0, 0
20002, 147161, 0, 0
21000, 143360, 0, 0
22000, 135168, 0, 0
23000, 175104, 0, 0
24000, 123904, 0, 0
25000, 155648, 0, 0
26000, 135168, 0, 0
27000, 141312, 0, 0
28000, 142336, 0, 0
29000, 132096, 0, 0
30000, 133120, 0, 0
31000, 145408, 0, 0
32000, 145408, 0, 0
33000, 138240, 0, 0
34000, 156672, 0, 0
35000, 129024, 0, 0
36000, 140288, 0, 0
37000, 156672, 0, 0
38001, 145408, 0, 0
39000, 171008, 0, 0
40001, 199480, 0, 0
41000, 160768, 0, 0
42000, 146432, 0, 0
43000, 138240, 0, 0
44001, 137078, 0, 0
45000, 150528, 0, 0
46001, 142193, 0, 0
47000, 146432, 0, 0
48000, 134144, 0, 0
49000, 153600, 0, 0
50000, 149504, 0, 0
51000, 144384, 0, 0
52000, 125952, 0, 0
53000, 142336, 0, 0
54000, 148480, 0, 0
55000, 138240, 0, 0
56000, 148480, 0, 0
57000, 147456, 0, 0
58000, 147456, 0, 0
59000, 143360, 0, 0
60000, 141312, 0, 0
61000, 132096, 0, 0
62000, 134144, 0, 0
63000, 150528, 0, 0
64000, 135168, 0, 0
65000, 162816, 0, 0
66000, 152576, 0, 0
67000, 133120, 0, 0
68000, 153600, 0, 0
69000, 153600, 0, 0
70000, 138240, 0, 0
71000, 137216, 0, 0
72000, 151552, 0, 0
73000, 158720, 0, 0
74000, 144384, 0, 0
75000, 122880, 0, 0
76000, 157696, 0, 0
77000, 141312, 0, 0
78000, 163840, 0, 0
79000, 142336, 0, 0
80000, 146432, 0, 0
81000, 142336, 0, 0
82000, 138240, 0, 0
83000, 152576, 0, 0
84000, 146432, 0, 0
85000, 151552, 0, 0
86000, 139264, 0, 0
87000, 148480, 0, 0
88000, 140288, 0, 0
89000, 136192, 0, 0
90001, 132987, 0, 0
91000, 157696, 0, 0
92000, 131072, 0, 0
93000, 146432, 0, 0
94000, 135168, 0, 0
95000, 146432, 0, 0
96000, 131072, 0, 0
97000, 150528, 0, 0
98001, 153446, 0, 0
99000, 154624, 0, 0
100001, 147308, 0, 0
101000, 138240, 0, 0
102000, 152576, 0, 0
103000, 147456, 0, 0
104000, 128000, 0, 0
105000, 148480, 0, 0
106000, 143360, 0, 0
107000, 128000, 0, 0
108000, 142336, 0, 0
109000, 132096, 0, 0
110000, 138240, 0, 0
111000, 138240, 0, 0
112000, 142336, 0, 0
113000, 151552, 0, 0
114000, 145408, 0, 0
115000, 131072, 0, 0
116001, 161630, 0, 0
117000, 136192, 0, 0
118001, 134009, 0, 0
119000, 142336, 0, 0
120001, 142193, 0, 0
121000, 156672, 0, 0
122000, 155648, 0, 0
123000, 143360, 0, 0
124000, 139264, 0, 0
125000, 154624, 0, 0
126000, 140288, 0, 0
127000, 128000, 0, 0
128000, 148480, 0, 0
129000, 143360, 0, 0
130000, 135168, 0, 0
131000, 144384, 0, 0
132000, 144384, 0, 0
133000, 147456, 0, 0
134000, 152576, 0, 0
135000, 133120, 0, 0
136000, 134144, 0, 0
137000, 144384, 0, 0
138000, 158720, 0, 0
139000, 142336, 0, 0
140000, 156672, 0, 0
141000, 108544, 0, 0
142000, 129024, 0, 0
143000, 140288, 0, 0
144000, 121856, 0, 0
145000, 141312, 0, 0
146000, 111616, 0, 0
147000, 115712, 0, 0
148000, 150528, 0, 0
149001, 144239, 0, 0
150000, 118784, 0, 0
151000, 135168, 0, 0
152000, 144384, 0, 0
153000, 110592, 0, 0
154000, 131072, 0, 0
155000, 147456, 0, 0
156000, 105472, 0, 0
157000, 155648, 0, 0
158000, 137216, 0, 0
159000, 90112, 0, 0
160000, 148480, 0, 0
161000, 140288, 0, 0
162000, 103424, 0, 0
163000, 131072, 0, 0
164000, 124928, 0, 0
165000, 103424, 0, 0
166000, 128000, 0, 0
167000, 104448, 0, 0
168000, 132096, 0, 0
169000, 143360, 0, 0
170000, 97280, 0, 0
171000, 129024, 0, 0
172000, 136192, 0, 0
173000, 102400, 0, 0
174000, 137216, 0, 0
175000, 135168, 0, 0
176000, 90112, 0, 0
177000, 156672, 0, 0
178000, 136192, 0, 0
179000, 112640, 0, 0
180000, 143360, 0, 0
181000, 138240, 0, 0
182000, 136192, 0, 0
183000, 147456, 0, 0
184000, 105472, 0, 0
185000, 90112, 0, 0
186000, 137216, 0, 0
187000, 146432, 0, 0
188000, 139264, 0, 0
189000, 100352, 0, 0
190000, 144384, 0, 0
191000, 137216, 0, 0
192000, 105472, 0, 0
193000, 150528, 0, 0
194000, 130048, 0, 0
195000, 95232, 0, 0
196000, 128000, 0, 0
197001, 106389, 0, 0
198000, 96256, 0, 0
199000, 133120, 0, 0
200000, 126976, 0, 0
201000, 104448, 0, 0
202000, 146432, 0, 0
203000, 121856, 0, 0
204000, 112640, 0, 0
205000, 134144, 0, 0
206000, 124928, 0, 0
207000, 116736, 0, 0
208000, 153600, 0, 0
209000, 102400, 0, 0
210000, 96256, 0, 0
