1000,3477504,0,0
2000,3528704,0,0
2001,115596,0,0
3000,3618816,0,0
3001,124803,0,0
4000,3871744,0,0
5000,4036608,0,0
6000,2365440,0,0
6001,1808621,0,0
7000,3643392,0,0
7001,684792,0,0
8000,4372480,0,0
8001,149354,0,0
9000,4807680,0,0
10000,4622336,0,0
11000,4739072,0,0
12000,4752384,0,0
13000,4797440,0,0
14000,4644864,0,0
14001,146285,0,0
15000,4387840,0,0
15001,295785,0,0
16000,3883008,0,0
16001,731425,0,0
17000,4725760,0,0
18000,4492288,0,0
18001,132987,0,0
19000,4756480,0,0
20002,434330,0,0
20003,4144990,0,0
21000,4696064,0,0
22000,4571136,0,0
23000,4707328,0,0
24000,4677632,0,0
25000,4756480,0,0
26000,4617216,0,0
27000,4559872,0,0
28000,4581376,0,0
29000,4770816,0,0
30000,4578304,0,0
31000,4616192,0,0
32000,4638720,0,0
33000,4354048,0,0
33001,291547,0,0
34000,3664896,0,0
34001,1048547,0,0
35000,4131840,0,0
35001,427742,0,0
36000,2740224,0,0
36001,1889430,0,0
37000,4467712,0,0
37001,140147,0,0
38000,4210688,0,0
38001,439001,0,0
39000,3846144,0,0
39001,676186,0,0
40000,4117504,0,0
40001,364179,0,0
41000,4269056,0,0
41001,410212,0,0
42000,4512768,0,0
42001,149354,0,0
43000,4616192,0,0
44000,4317184,0,0
44001,288478,0,0
45000,4483072,0,0
45001,123780,0,0
46000,4313088,0,0
46001,293593,0,0
47000,4418560,0,0
47001,146285,0,0
48000,4525056,0,0
48001,138101,0,0
49000,4509696,0,0
49001,139124,0,0
50000,4618240,0,0
51000,4438016,0,0
51001,154469,0,0
52000,4523008,0,0
53000,4516864,0,0
53001,124803,0,0
54000,4563968,0,0
55000,4671488,0,0
56000,4647936,0,0
57000,4691968,0,0
58000,4579328,0,0
59000,4571136,0,0
60000,4620288,0,0
61000,4593664,0,0
62000,4627456,0,0
63000,4681728,0,0
64000,4577280,0,0
65000,4541440,0,0
66000,4605952,0,0
67000,4513792,0,0
68000,4586496,0,0
69000,4561920,0,0
