1001, 2080735, 0, 0
2000, 2229248, 0, 0
3000, 2079744, 0, 0
4000, 2139136, 0, 0
5000, 2238464, 0, 0
6000, 2243584, 0, 0
7000, 2208768, 0, 0
8000, 2196480, 0, 0
9000, 2342912, 0, 0
10000, 2271232, 0, 0
11000, 2162688, 0, 0
12000, 2277376, 0, 0
13000, 2234368, 0, 0
14000, 2146304, 0, 0
15000, 2125824, 0, 0
16000, 2078720, 0, 0
17000, 2177024, 0, 0
18000, 2214912, 0, 0
19000, 2237440, 0, 0
20000, 2164736, 0, 0
21000, 2233344, 0, 0
22001, 2245434, 0, 0
23000, 2304000, 0, 0
24000, 2273280, 0, 0
25000, 2259968, 0, 0
26000, 2300928, 0, 0
27000, 2336768, 0, 0
28000, 2277376, 0, 0
29000, 2273280, 0, 0
30000, 2252800, 0, 0
31000, 2195456, 0, 0
32000, 2235392, 0, 0
33000, 2232320, 0, 0
34000, 2268160, 0, 0
35000, 2232320, 0, 0
36000, 2238464, 0, 0
37000, 2390016, 0, 0
38000, 2217984, 0, 0
39000, 2356224, 0, 0
40000, 2238464, 0, 0
41000, 2384896, 0, 0
42000, 2320384, 0, 0
43000, 2353152, 0, 0
44000, 2258944, 0, 0
45000, 2302976, 0, 0
46000, 2337792, 0, 0
47000, 1618944, 0, 0
50000, 1944576, 0, 0
51001, 2124723, 0, 0
52000, 2077696, 0, 0
53000, 2220032, 0, 0
54000, 2208768, 0, 0
55000, 2229248, 0, 0
56000, 2207744, 0, 0
57000, 2209792, 0, 0
58000, 2224128, 0, 0
59000, 2187264, 0, 0
60000, 2207744, 0, 0
61000, 2240512, 0, 0
62000, 2330624, 0, 0
63000, 2238464, 0, 0
64000, 2225152, 0, 0
65000, 2208768, 0, 0
66000, 2240512, 0, 0
67000, 2225152, 0, 0
68000, 2188288, 0, 0
69000, 2197504, 0, 0
70000, 2257920, 0, 0
71000, 2227200, 0, 0
72000, 2273280, 0, 0
73000, 2297856, 0, 0
74000, 2329600, 0, 0
75000, 2317312, 0, 0
76000, 2236416, 0, 0
77000, 2210816, 0, 0
78000, 2315264, 0, 0
79001, 2218837, 0, 0
80000, 2333696, 0, 0
81000, 2402304, 0, 0
82001, 2280215, 0, 0
83000, 2308096, 0, 0
84000, 2319360, 0, 0
85000, 2344960, 0, 0
86000, 2412544, 0, 0
87000, 2403328, 0, 0
88000, 2321408, 0, 0
89000, 2324480, 0, 0
90000, 2370560, 0, 0
91000, 2378752, 0, 0
92000, 2443264, 0, 0
93000, 2297856, 0, 0
94000, 2287616, 0, 0
95000, 2349056, 0, 0
96000, 652288, 0, 0
98000, 660480, 0, 0
99000, 2137088, 0, 0
100000, 2086912, 0, 0
101000, 2040832, 0, 0
102000, 2186240, 0, 0
103000, 2126848, 0, 0
104000, 2186240, 0, 0
105000, 2149376, 0, 0
106000, 2220032, 0, 0
107000, 2171904, 0, 0
108000, 2147328, 0, 0
109000, 2182144, 0, 0
110000, 2215936, 0, 0
111000, 2315264, 0, 0
112000, 2169856, 0, 0
113000, 2151424, 0, 0
114000, 2189312, 0, 0
115000, 2248704, 0, 0
116000, 2254848, 0, 0
117001, 2197354, 0, 0
118000, 2191360, 0, 0
119000, 2163712, 0, 0
120000, 2223104, 0, 0
121000, 2345984, 0, 0
122000, 2381824, 0, 0
123000, 2267136, 0, 0
124000, 2248704, 0, 0
125000, 2272256, 0, 0
126000, 2310144, 0, 0
127000, 2208768, 0, 0
128000, 2180096, 0, 0
129000, 2187264, 0, 0
130000, 2217984, 0, 0
131000, 2260992, 0, 0
132000, 2272256, 0, 0
133001, 2215768, 0, 0
134000, 2225152, 0, 0
135000, 2263040, 0, 0
136000, 2316288, 0, 0
137000, 2379776, 0, 0
138000, 2285568, 0, 0
139000, 2228224, 0, 0
140000, 2242560, 0, 0
141000, 2306048, 0, 0
142000, 2262016, 0, 0
143000, 2287616, 0, 0
144000, 2247680, 0, 0
145000, 1823744, 0, 0
148000, 1741824, 0, 0
149000, 2168832, 0, 0
150000, 2147328, 0, 0
151000, 2147328, 0, 0
152000, 2177024, 0, 0
153000, 2269184, 0, 0
154000, 2181120, 0, 0
155000, 2257920, 0, 0
156000, 2169856, 0, 0
157000, 2148352, 0, 0
158000, 2212864, 0, 0
159001, 2207584, 0, 0
160000, 2239488, 0, 0
161000, 2279424, 0, 0
162000, 2107392, 0, 0
163000, 2156544, 0, 0
164000, 2205696, 0, 0
165000, 2238464, 0, 0
166000, 2299904, 0, 0
167000, 2199552, 0, 0
168000, 2275328, 0, 0
169001, 2332387, 0, 0
170000, 2226176, 0, 0
171000, 2277376, 0, 0
172000, 2209792, 0, 0
173000, 2211840, 0, 0
174001, 2244411, 0, 0
175000, 2177024, 0, 0
176000, 2268160, 0, 0
177000, 2223104, 0, 0
178000, 2195456, 0, 0
179001, 2172803, 0, 0
180000, 2236416, 0, 0
181000, 2239488, 0, 0
182000, 2294784, 0, 0
183000, 2293760, 0, 0
184000, 2322432, 0, 0
185000, 2386944, 0, 0
186000, 2373632, 0, 0
187000, 2296832, 0, 0
188000, 2373632, 0, 0
189000, 2232320, 0, 0
190000, 2371584, 0, 0
191000, 2278400, 0, 0
192001, 2293514, 0, 0
193000, 2196480, 0, 0
194000, 2250752, 0, 0
195000, 35840, 0, 0
197000, 1391616, 0, 0
198000, 2129920, 0, 0
199000, 2103296, 0, 0
200000, 2080768, 0, 0
201000, 2142208, 0, 0
202000, 2160640, 0, 0
203000, 2226176, 0, 0
204000, 2243584, 0, 0
205000, 2164736, 0, 0
206000, 2184192, 0, 0
207000, 2148352, 0, 0
208000, 2258944, 0, 0
209000, 2212864, 0, 0
